municipio,crop,month,rank,is_top3,mean_yield,std_yield,high_yield_rate,n_samples,score,recommendation
Jutiapa,Avena,4,4,False,86.36,7.89,89.6,48,82.61,secundario
Jutiapa,Avena,3,5,False,83.22,6.48,92.2,51,81.42,secundario
Jutiapa,Avena,7,6,False,84.88,12.9,79.2,48,78.28,secundario
Jutiapa,Avena,2,7,False,80.7,7.83,78.4,51,75.59,secundario
Jutiapa,Avena,8,8,False,81.86,11.11,68.8,48,73.28,secundario
Jutiapa,Avena,5,9,False,79.25,11.38,60.4,48,69.07,secundario
Jutiapa,Avena,10,10,False,76.62,11.96,50.0,48,64.21,secundario
Jutiapa,Avena,6,11,False,71.44,10.84,37.5,48,57.14,secundario
Jutiapa,Avena,9,12,False,71.4,8.83,33.3,48,55.97,secundario
Jutiapa,Banano,9,1,True,92.51,7.27,100.0,48,89.77,recomendado
Jutiapa,Banano,8,2,True,91.83,8.81,93.8,48,87.37,recomendado
Jutiapa,Banano,6,3,True,89.9,9.05,93.8,48,86.11,recomendado
Jutiapa,Banano,10,4,False,90.34,8.64,89.6,48,85.17,secundario
Jutiapa,Banano,5,5,False,87.5,9.01,91.7,48,83.92,secundario
Jutiapa,Banano,7,6,False,85.32,8.7,91.7,48,82.52,secundario
Jutiapa,Banano,11,7,False,83.49,9.29,77.1,48,76.93,secundario
Jutiapa,Banano,12,8,False,74.07,6.51,43.8,48,60.95,secundario
Jutiapa,Banano,4,9,False,72.56,7.59,37.5,48,58.04,secundario
Jutiapa,Banano,1,10,False,71.72,5.95,29.4,51,55.14,secundario
Jutiapa,Banano,3,11,False,70.5,6.67,27.5,51,53.73,secundario
Jutiapa,Banano,2,12,False,69.58,5.97,19.6,51,50.81,secundario
Jutiapa,Berenjena,4,1,True,90.67,7.91,95.8,48,87.29,recomendado
Jutiapa,Berenjena,12,2,True,88.46,6.62,100.0,48,87.17,recomendado
Jutiapa,Berenjena,11,3,True,89.33,7.25,97.9,48,87.08,recomendado
Jutiapa,Berenjena,2,4,False,87.33,6.18,98.0,51,85.87,secundario
Jutiapa,Berenjena,3,5,False,85.37,7.27,96.1,51,83.95,secundario
Jutiapa,Berenjena,1,6,False,85.64,6.17,94.1,51,83.59,secundario
Jutiapa,Berenjena,7,7,False,88.87,10.66,87.5,48,83.48,secundario
Jutiapa,Berenjena,5,8,False,85.74,10.67,81.2,48,79.57,secundario
Jutiapa,Berenjena,8,9,False,86.52,11.46,79.2,48,79.41,secundario
Jutiapa,Berenjena,10,10,False,82.22,10.0,70.8,48,74.2,secundario
Jutiapa,Berenjena,6,11,False,77.49,8.04,56.2,48,66.84,secundario
Jutiapa,Berenjena,9,12,False,76.85,9.55,56.2,48,66.35,secundario
Jutiapa,Brocoli,11,1,True,85.59,7.93,89.6,48,82.11,recomendado
Jutiapa,Brocoli,12,2,True,83.68,6.65,91.7,48,81.56,recomendado
Jutiapa,Brocoli,1,3,True,82.75,6.33,92.2,51,81.12,recomendado
Jutiapa,Brocoli,4,4,False,82.39,7.99,83.3,48,78.16,secundario
Jutiapa,Brocoli,7,5,False,82.31,10.76,72.9,48,74.84,secundario
Jutiapa,Brocoli,2,6,False,79.89,6.56,72.5,51,73.36,secundario
Jutiapa,Brocoli,3,7,False,78.77,5.93,68.6,51,71.5,secundario
Jutiapa,Brocoli,8,8,False,79.26,8.55,66.7,48,71.09,secundario
Jutiapa,Brocoli,5,9,False,76.55,8.23,58.3,48,66.84,secundario
Jutiapa,Brocoli,10,10,False,77.69,11.12,50.0,48,64.94,secundario
Jutiapa,Brocoli,6,11,False,73.42,9.58,47.9,48,61.62,secundario
Jutiapa,Brocoli,9,12,False,72.27,7.26,31.2,48,55.99,secundario
Jutiapa,Cacao,9,1,True,87.31,9.32,87.5,48,82.54,recomendado
Jutiapa,Cacao,10,2,True,85.78,9.43,89.6,48,82.16,recomendado
Jutiapa,Cacao,8,3,True,83.26,8.53,85.4,48,79.32,recomendado
Jutiapa,Cacao,6,4,False,84.78,9.17,81.2,48,79.02,secundario
Jutiapa,Cacao,7,5,False,80.67,10.55,64.6,48,71.28,secundario
Jutiapa,Cacao,5,6,False,79.51,10.99,54.2,48,67.38,secundario
Jutiapa,Cacao,11,7,False,74.92,10.91,35.4,48,58.78,secundario
Jutiapa,Cacao,12,8,False,66.55,7.47,6.2,48,44.76,secundario
Jutiapa,Cacao,4,9,False,65.28,5.64,6.2,48,44.02,secundario
Jutiapa,Cacao,1,10,False,65.34,6.33,5.9,51,43.92,secundario
Jutiapa,Cacao,2,11,False,60.72,5.85,2.0,51,39.76,secundario
Jutiapa,Cacao,3,12,False,60.8,6.36,0.0,51,39.2,secundario
Jutiapa,Cafe,6,1,True,86.33,8.98,87.5,48,81.92,recomendado
Jutiapa,Cafe,8,2,True,85.48,8.77,87.5,48,81.37,recomendado
Jutiapa,Cafe,9,3,True,83.32,11.02,75.0,48,76.11,recomendado
Jutiapa,Cafe,5,4,False,81.6,10.09,75.0,48,75.04,secundario
Jutiapa,Cafe,10,5,False,82.14,9.7,70.8,48,74.15,secundario
Jutiapa,Cafe,7,6,False,82.04,10.13,70.8,48,74.07,secundario
Jutiapa,Cafe,11,7,False,76.3,10.06,47.9,48,63.47,secundario
Jutiapa,Cafe,4,8,False,71.61,7.85,33.3,48,56.16,secundario
Jutiapa,Cafe,1,9,False,69.22,6.4,23.5,51,51.73,secundario
Jutiapa,Cafe,12,10,False,70.75,6.43,18.8,48,51.29,secundario
Jutiapa,Cafe,2,11,False,67.48,5.52,9.8,51,46.53,secundario
Jutiapa,Cafe,3,12,False,67.0,6.35,9.8,51,46.18,secundario
Jutiapa,Camote,7,1,True,89.47,8.72,93.8,48,85.85,recomendado
Jutiapa,Camote,11,2,True,84.99,7.22,97.9,48,84.25,recomendado
Jutiapa,Camote,4,3,True,87.01,8.61,87.5,48,82.38,recomendado
Jutiapa,Camote,8,4,False,87.86,12.24,83.3,48,81.5,secundario
Jutiapa,Camote,5,5,False,85.44,10.97,81.2,48,79.36,secundario
Jutiapa,Camote,12,6,False,81.7,6.18,85.4,48,78.42,secundario
Jutiapa,Camote,2,7,False,80.27,7.87,80.4,51,75.9,secundario
Jutiapa,Camote,1,8,False,79.53,7.65,74.5,51,73.66,secundario
Jutiapa,Camote,10,9,False,80.46,10.36,68.8,48,72.4,secundario
Jutiapa,Camote,3,10,False,78.97,8.12,66.7,51,70.92,secundario
Jutiapa,Camote,6,11,False,78.87,9.63,58.3,48,68.28,secundario
Jutiapa,Camote,9,12,False,78.24,10.67,56.2,48,67.2,secundario
Jutiapa,Cana de azucar,7,1,True,91.7,6.94,97.9,48,88.64,recomendado
Jutiapa,Cana de azucar,8,2,True,91.71,8.26,95.8,48,87.95,recomendado
Jutiapa,Cana de azucar,5,3,True,90.59,9.06,93.8,48,86.55,recomendado
Jutiapa,Cana de azucar,6,4,False,90.77,9.77,89.6,48,85.38,secundario
Jutiapa,Cana de azucar,10,5,False,88.34,9.26,89.6,48,83.84,secundario
Jutiapa,Cana de azucar,9,6,False,88.69,9.5,87.5,48,83.42,secundario
Jutiapa,Cana de azucar,11,7,False,86.72,8.72,87.5,48,82.18,secundario
Jutiapa,Cana de azucar,4,8,False,81.87,8.07,77.1,48,75.93,secundario
Jutiapa,Cana de azucar,3,9,False,78.79,6.19,78.4,51,74.43,secundario
Jutiapa,Cana de azucar,12,10,False,79.65,6.64,75.0,48,73.94,secundario
Jutiapa,Cana de azucar,1,11,False,78.79,6.56,74.5,51,73.24,secundario
Jutiapa,Cana de azucar,2,12,False,78.9,6.51,68.6,51,71.55,secundario
Jutiapa,Cardamomo,8,1,True,87.91,8.54,91.7,48,84.21,recomendado
Jutiapa,Cardamomo,7,2,True,85.21,9.15,85.4,48,80.56,recomendado
Jutiapa,Cardamomo,6,3,True,85.68,10.21,77.1,48,78.31,recomendado
Jutiapa,Cardamomo,10,4,False,84.49,10.82,75.0,48,76.88,secundario
Jutiapa,Cardamomo,9,5,False,83.93,10.78,75.0,48,76.51,secundario
Jutiapa,Cardamomo,5,6,False,82.92,11.0,75.0,48,75.85,secundario
Jutiapa,Cardamomo,11,7,False,77.32,10.63,52.1,48,65.35,secundario
Jutiapa,Cardamomo,12,8,False,71.18,8.07,31.2,48,55.24,secundario
Jutiapa,Cardamomo,4,9,False,68.45,7.09,16.7,48,49.14,secundario
Jutiapa,Cardamomo,1,10,False,68.6,6.08,15.7,51,48.99,secundario
Jutiapa,Cardamomo,3,11,False,64.9,6.74,7.8,51,44.2,secundario
Jutiapa,Cardamomo,2,12,False,64.8,6.57,3.9,51,42.97,secundario
Jutiapa,Cebolla,4,1,True,93.16,5.84,100.0,48,90.26,recomendado
Jutiapa,Cebolla,12,2,True,91.61,6.23,97.9,48,88.61,recomendado
Jutiapa,Cebolla,1,3,True,89.53,6.61,98.0,51,87.28,recomendado
Jutiapa,Cebolla,2,4,False,89.0,6.41,98.0,51,86.94,secundario
Jutiapa,Cebolla,3,5,False,87.91,6.67,98.0,51,86.22,secundario
Jutiapa,Cebolla,11,6,False,88.51,8.39,93.8,48,85.24,secundario
Jutiapa,Cebolla,7,7,False,83.52,12.11,77.1,48,76.81,secundario
Jutiapa,Cebolla,8,8,False,80.91,11.51,64.6,48,71.39,secundario
Jutiapa,Cebolla,5,9,False,80.59,11.93,58.3,48,69.29,secundario
Jutiapa,Cebolla,10,10,False,75.34,12.51,45.8,48,62.1,secundario
Jutiapa,Cebolla,6,11,False,70.53,9.71,31.2,48,54.73,secundario
Jutiapa,Cebolla,9,12,False,70.36,8.27,25.0,48,52.82,secundario
Jutiapa,Chile,4,1,True,89.97,6.42,100.0,48,88.16,recomendado
Jutiapa,Chile,12,2,True,88.85,6.56,97.9,48,86.8,recomendado
Jutiapa,Chile,1,3,True,87.43,7.1,98.0,51,85.88,recomendado
Jutiapa,Chile,2,4,False,85.57,6.05,98.0,51,84.73,secundario
Jutiapa,Chile,11,5,False,89.61,8.25,89.6,48,84.71,secundario
Jutiapa,Chile,7,6,False,88.7,10.23,89.6,48,84.02,secundario
Jutiapa,Chile,3,7,False,82.79,7.65,88.2,51,79.9,secundario
Jutiapa,Chile,5,8,False,84.18,9.99,83.3,48,79.22,secundario
Jutiapa,Chile,8,9,False,87.0,10.34,77.1,48,79.16,secundario
Jutiapa,Chile,10,10,False,82.76,9.91,72.9,48,75.17,secundario
Jutiapa,Chile,6,11,False,76.61,9.92,50.0,48,64.3,secundario
Jutiapa,Chile,9,12,False,75.83,8.02,50.0,48,63.89,secundario
Jutiapa,Coliflor,11,1,True,86.77,5.68,95.8,48,84.87,recomendado
Jutiapa,Coliflor,12,2,True,84.26,7.51,85.4,48,80.02,recomendado
Jutiapa,Coliflor,2,3,True,82.04,6.56,86.3,51,78.88,recomendado
Jutiapa,Coliflor,4,4,False,82.3,7.95,81.2,48,77.47,secundario
Jutiapa,Coliflor,1,5,False,80.92,7.18,80.4,51,76.35,secundario
Jutiapa,Coliflor,7,6,False,82.12,10.65,75.0,48,75.35,secundario
Jutiapa,Coliflor,8,7,False,79.97,11.12,64.6,48,70.8,secundario
Jutiapa,Coliflor,3,8,False,77.82,6.23,64.7,51,69.68,secundario
Jutiapa,Coliflor,5,9,False,77.09,11.8,64.6,48,68.9,secundario
Jutiapa,Coliflor,10,10,False,78.7,10.27,60.4,48,68.77,secundario
Jutiapa,Coliflor,6,11,False,72.5,8.63,35.4,48,57.32,secundario
Jutiapa,Coliflor,9,12,False,70.94,8.48,25.0,48,53.19,secundario
Jutiapa,Espinaca,11,1,True,84.01,8.75,85.4,48,79.79,recomendado
Jutiapa,Espinaca,4,2,True,80.78,7.02,89.6,48,79.03,recomendado
Jutiapa,Espinaca,12,3,True,82.95,7.82,81.2,48,77.9,recomendado
Jutiapa,Espinaca,2,4,False,80.16,6.34,78.4,51,75.32,secundario
Jutiapa,Espinaca,1,5,False,79.81,6.11,76.5,51,74.51,secundario
Jutiapa,Espinaca,7,6,False,81.42,11.63,72.9,48,74.22,secundario
Jutiapa,Espinaca,3,7,False,77.22,6.97,56.9,51,66.9,secundario
Jutiapa,Espinaca,8,8,False,76.48,10.47,58.3,48,66.69,secundario
Jutiapa,Espinaca,10,9,False,74.67,9.87,45.8,48,61.79,secundario
Jutiapa,Espinaca,5,10,False,74.8,9.26,43.8,48,61.28,secundario
Jutiapa,Espinaca,6,11,False,69.56,7.88,27.1,48,52.95,secundario
Jutiapa,Espinaca,9,12,False,68.14,7.4,18.8,48,49.54,secundario
Jutiapa,Fresa,12,1,True,85.95,6.54,91.7,48,83.04,recomendado
Jutiapa,Fresa,1,2,True,84.72,6.82,90.2,51,81.78,recomendado
Jutiapa,Fresa,4,3,True,83.81,8.67,87.5,48,80.3,recomendado
Jutiapa,Fresa,11,4,False,84.07,8.74,83.3,48,79.21,secundario
Jutiapa,Fresa,7,5,False,85.03,10.89,77.1,48,77.85,secundario
Jutiapa,Fresa,8,6,False,83.87,9.68,79.2,48,77.78,secundario
Jutiapa,Fresa,2,7,False,82.59,7.89,78.4,51,76.82,secundario
Jutiapa,Fresa,3,8,False,80.34,7.54,76.5,51,74.78,secundario
Jutiapa,Fresa,10,9,False,80.49,9.66,72.9,48,73.71,secundario
Jutiapa,Fresa,5,10,False,80.9,9.33,70.8,48,73.37,secundario
Jutiapa,Fresa,9,11,False,75.56,7.71,56.2,48,65.6,secundario
Jutiapa,Fresa,6,12,False,75.38,9.16,50.0,48,63.54,secundario
Jutiapa,Frijol,4,1,True,91.51,6.77,100.0,48,89.14,recomendado
Jutiapa,Frijol,11,2,True,90.14,7.64,95.8,48,86.96,recomendado
Jutiapa,Frijol,12,3,True,88.8,6.76,97.9,48,86.76,recomendado
Jutiapa,Frijol,5,4,False,88.29,9.69,91.7,48,84.41,secundario
Jutiapa,Frijol,3,5,False,84.66,6.24,98.0,51,84.13,secundario
Jutiapa,Frijol,1,6,False,85.55,6.97,94.1,51,83.49,secundario
Jutiapa,Frijol,2,7,False,86.05,6.98,92.2,51,83.23,secundario
Jutiapa,Frijol,8,8,False,88.59,10.59,83.3,48,82.05,secundario
Jutiapa,Frijol,7,9,False,88.64,11.45,81.2,48,81.42,secundario
Jutiapa,Frijol,10,10,False,82.23,11.53,66.7,48,72.87,secundario
Jutiapa,Frijol,6,11,False,77.89,8.8,62.5,48,68.94,secundario
Jutiapa,Frijol,9,12,False,77.26,9.01,54.2,48,66.02,secundario
Jutiapa,Lechuga,12,1,True,81.23,7.04,87.5,48,78.69,recomendado
Jutiapa,Lechuga,11,2,True,82.82,7.14,83.3,48,78.48,recomendado
Jutiapa,Lechuga,4,3,True,81.88,7.93,79.2,48,76.58,recomendado
Jutiapa,Lechuga,7,4,False,81.12,8.64,75.0,48,74.8,secundario
Jutiapa,Lechuga,1,5,False,79.81,6.49,72.5,51,73.32,secundario
Jutiapa,Lechuga,2,6,False,78.08,7.41,64.7,51,69.8,secundario
Jutiapa,Lechuga,3,7,False,76.86,6.65,54.9,51,66.1,secundario
Jutiapa,Lechuga,8,8,False,77.29,9.26,54.2,48,66.03,secundario
Jutiapa,Lechuga,10,9,False,76.69,8.37,52.1,48,65.06,secundario
Jutiapa,Lechuga,5,10,False,74.61,8.89,43.8,48,61.18,secundario
Jutiapa,Lechuga,6,11,False,69.28,7.86,20.8,48,50.89,secundario
Jutiapa,Lechuga,9,12,False,69.11,8.37,16.7,48,49.5,secundario
Jutiapa,Limon,7,1,True,90.67,9.49,91.7,48,85.96,recomendado
Jutiapa,Limon,5,2,True,87.75,8.4,93.8,48,84.74,recomendado
Jutiapa,Limon,4,3,True,86.48,7.53,95.8,48,84.59,recomendado
Jutiapa,Limon,8,4,False,89.98,10.33,87.5,48,84.22,secundario
Jutiapa,Limon,11,5,False,85.69,7.94,93.8,48,83.42,secundario
Jutiapa,Limon,12,6,False,81.47,6.31,87.5,48,78.89,secundario
Jutiapa,Limon,1,7,False,80.77,6.14,84.3,51,77.49,secundario
Jutiapa,Limon,2,8,False,80.91,7.54,78.4,51,75.74,secundario
Jutiapa,Limon,3,9,False,78.55,6.73,78.4,51,74.25,secundario
Jutiapa,Limon,10,10,False,82.14,11.17,70.8,48,74.08,secundario
Jutiapa,Limon,9,11,False,79.76,8.42,70.8,48,72.67,secundario
Jutiapa,Limon,6,12,False,79.04,9.92,54.2,48,67.13,secundario
Jutiapa,Maiz,7,1,True,91.98,6.82,97.9,48,88.82,recomendado
Jutiapa,Maiz,5,2,True,91.78,7.19,97.9,48,88.67,recomendado
Jutiapa,Maiz,8,3,True,91.8,8.2,95.8,48,88.01,recomendado
Jutiapa,Maiz,10,4,False,88.48,9.18,89.6,48,83.93,secundario
Jutiapa,Maiz,6,5,False,88.11,11.51,85.4,48,82.32,secundario
Jutiapa,Maiz,9,6,False,87.04,10.13,87.5,48,82.32,secundario
Jutiapa,Maiz,11,7,False,84.95,8.34,91.7,48,82.3,secundario
Jutiapa,Maiz,4,8,False,82.83,8.72,81.2,48,77.78,secundario
Jutiapa,Maiz,12,9,False,80.96,6.63,81.2,48,76.67,secundario
Jutiapa,Maiz,1,10,False,79.89,5.46,82.4,51,76.36,secundario
Jutiapa,Maiz,2,11,False,79.38,7.11,70.6,51,72.42,secundario
Jutiapa,Maiz,3,12,False,77.41,6.17,68.6,51,70.59,secundario
Jutiapa,Mango,7,1,True,92.02,6.25,100.0,48,89.5,recomendado
Jutiapa,Mango,5,2,True,93.16,7.7,95.8,48,88.92,recomendado
Jutiapa,Mango,8,3,True,93.24,9.17,93.8,48,88.27,recomendado
Jutiapa,Mango,4,4,False,86.88,7.97,91.7,48,83.57,secundario
Jutiapa,Mango,10,5,False,86.94,10.42,85.4,48,81.61,secundario
Jutiapa,Mango,11,6,False,83.67,8.33,85.4,48,79.6,secundario
Jutiapa,Mango,9,7,False,85.95,11.41,77.1,48,78.42,secundario
Jutiapa,Mango,6,8,False,85.93,11.31,77.1,48,78.41,secundario
Jutiapa,Mango,3,9,False,78.82,8.17,68.6,51,71.41,secundario
Jutiapa,Mango,12,10,False,77.11,7.64,66.7,48,69.74,secundario
Jutiapa,Mango,2,11,False,77.22,7.09,58.8,51,67.49,secundario
Jutiapa,Mango,1,12,False,74.23,5.8,56.9,51,65.02,secundario
Jutiapa,Mani,4,1,True,91.31,6.08,100.0,48,89.04,recomendado
Jutiapa,Mani,7,2,True,91.32,9.71,93.8,48,87.0,recomendado
Jutiapa,Mani,5,3,True,88.75,8.71,93.8,48,85.38,recomendado
Jutiapa,Mani,8,4,False,89.71,10.72,87.5,48,84.03,secundario
Jutiapa,Mani,3,5,False,83.91,6.84,90.2,51,81.26,secundario
Jutiapa,Mani,12,6,False,84.25,7.81,87.5,48,80.62,secundario
Jutiapa,Mani,11,7,False,85.62,9.18,81.2,48,79.57,secundario
Jutiapa,Mani,2,8,False,81.15,7.0,90.2,51,79.45,secundario
Jutiapa,Mani,1,9,False,80.83,6.63,82.4,51,76.91,secundario
Jutiapa,Mani,10,10,False,81.36,10.88,64.6,48,71.72,secundario
Jutiapa,Mani,9,11,False,80.21,9.32,66.7,48,71.67,secundario
Jutiapa,Mani,6,12,False,80.16,10.4,66.7,48,71.58,secundario
Jutiapa,Melon,4,1,True,93.65,6.19,100.0,48,90.56,recomendado
Jutiapa,Melon,12,2,True,89.48,5.35,100.0,48,87.9,recomendado
Jutiapa,Melon,1,3,True,89.69,6.39,98.0,51,87.39,recomendado
Jutiapa,Melon,3,4,False,88.39,6.69,98.0,51,86.53,secundario
Jutiapa,Melon,2,5,False,88.18,5.76,98.0,51,86.44,secundario
Jutiapa,Melon,11,6,False,89.09,8.23,91.7,48,84.99,secundario
Jutiapa,Melon,7,7,False,89.36,10.46,85.4,48,83.19,secundario
Jutiapa,Melon,5,8,False,86.23,10.35,85.4,48,81.16,secundario
Jutiapa,Melon,8,9,False,85.42,12.22,75.0,48,77.41,secundario
Jutiapa,Melon,10,10,False,82.3,11.07,60.4,48,71.07,secundario
Jutiapa,Melon,6,11,False,74.43,9.97,43.8,48,61.01,secundario
Jutiapa,Melon,9,12,False,73.78,8.85,35.4,48,58.14,secundario
Jutiapa,Naranja,8,1,True,90.7,9.9,89.6,48,85.33,recomendado
Jutiapa,Naranja,7,2,True,89.88,8.71,89.6,48,84.86,recomendado
Jutiapa,Naranja,5,3,True,88.4,9.23,91.7,48,84.5,recomendado
Jutiapa,Naranja,10,4,False,86.15,9.85,87.5,48,81.75,secundario
Jutiapa,Naranja,6,5,False,85.02,9.62,85.4,48,80.41,secundario
Jutiapa,Naranja,4,6,False,84.18,8.26,83.3,48,79.3,secundario
Jutiapa,Naranja,11,7,False,83.56,7.94,81.2,48,78.29,secundario
Jutiapa,Naranja,9,8,False,85.22,10.05,77.1,48,78.02,secundario
Jutiapa,Naranja,1,9,False,78.37,4.96,76.5,51,73.64,secundario
Jutiapa,Naranja,12,10,False,79.23,7.4,72.9,48,73.0,secundario
Jutiapa,Naranja,2,11,False,78.29,6.84,70.6,51,71.72,secundario
Jutiapa,Naranja,3,12,False,77.05,7.26,60.8,51,67.96,secundario
Jutiapa,Papa,8,1,True,83.11,10.14,79.2,48,77.26,recomendado
Jutiapa,Papa,11,2,True,82.13,9.05,77.1,48,76.06,recomendado
Jutiapa,Papa,7,3,True,82.55,9.01,75.0,48,75.71,recomendado
Jutiapa,Papa,10,4,False,80.37,10.8,68.8,48,72.32,secundario
Jutiapa,Papa,4,5,False,78.91,9.16,70.8,48,72.08,secundario
Jutiapa,Papa,12,6,False,79.32,8.56,68.8,48,71.76,secundario
Jutiapa,Papa,5,7,False,76.22,9.27,64.6,48,68.46,secundario
Jutiapa,Papa,1,8,False,76.55,7.63,60.8,51,67.61,secundario
Jutiapa,Papa,2,9,False,76.44,6.01,58.8,51,67.03,secundario
Jutiapa,Papa,9,10,False,73.76,9.2,50.0,48,62.48,secundario
Jutiapa,Papa,6,11,False,75.0,10.43,41.7,48,60.73,secundario
Jutiapa,Papa,3,12,False,72.88,6.7,39.2,51,58.8,secundario
Jutiapa,Papaya,8,1,True,91.57,8.61,95.8,48,87.84,recomendado
Jutiapa,Papaya,7,2,True,88.87,7.08,97.9,48,86.79,recomendado
Jutiapa,Papaya,5,3,True,90.14,8.63,89.6,48,85.04,recomendado
Jutiapa,Papaya,10,4,False,87.52,9.23,91.7,48,83.93,secundario
Jutiapa,Papaya,6,5,False,88.72,10.13,85.4,48,82.79,secundario
Jutiapa,Papaya,9,6,False,85.54,11.78,77.1,48,78.14,secundario
Jutiapa,Papaya,4,7,False,81.08,6.81,85.4,48,77.99,secundario
Jutiapa,Papaya,11,8,False,81.64,9.38,77.1,48,75.72,secundario
Jutiapa,Papaya,3,9,False,76.6,6.64,60.8,51,67.69,secundario
Jutiapa,Papaya,12,10,False,76.2,5.9,58.3,48,66.74,secundario
Jutiapa,Papaya,2,11,False,75.94,7.32,56.9,51,66.05,secundario
Jutiapa,Papaya,1,12,False,75.36,5.68,52.9,51,64.58,secundario
Jutiapa,Pepino,4,1,True,90.64,7.35,95.8,48,87.3,recomendado
Jutiapa,Pepino,11,2,True,89.76,7.33,95.8,48,86.73,recomendado
Jutiapa,Pepino,1,3,True,87.68,5.67,100.0,51,86.71,recomendado
Jutiapa,Pepino,12,4,False,88.35,7.9,97.9,48,86.41,secundario
Jutiapa,Pepino,7,5,False,89.25,9.19,89.6,48,84.43,secundario
Jutiapa,Pepino,8,6,False,87.98,9.45,87.5,48,82.96,secundario
Jutiapa,Pepino,3,7,False,83.69,6.49,90.2,51,81.13,secundario
Jutiapa,Pepino,2,8,False,83.38,7.05,86.3,51,79.72,secundario
Jutiapa,Pepino,5,9,False,84.92,10.01,83.3,48,79.7,secundario
Jutiapa,Pepino,10,10,False,84.41,10.22,77.1,48,77.48,secundario
Jutiapa,Pepino,6,11,False,80.97,9.24,75.0,48,74.67,secundario
Jutiapa,Pepino,9,12,False,79.23,8.74,66.7,48,71.06,secundario
Jutiapa,Pina,10,1,True,89.14,8.39,95.8,48,86.27,recomendado
Jutiapa,Pina,7,2,True,88.83,8.03,93.8,48,85.46,recomendado
Jutiapa,Pina,8,3,True,89.81,8.83,91.7,48,85.44,recomendado
Jutiapa,Pina,5,4,False,89.04,9.36,89.6,48,84.28,secundario
Jutiapa,Pina,9,5,False,86.5,10.46,83.3,48,80.7,secundario
Jutiapa,Pina,6,6,False,86.25,11.44,81.2,48,79.86,secundario
Jutiapa,Pina,11,7,False,83.75,8.72,83.3,48,79.0,secundario
Jutiapa,Pina,1,8,False,80.07,7.17,78.4,51,75.22,secundario
Jutiapa,Pina,4,9,False,79.72,7.04,77.1,48,74.59,secundario
Jutiapa,Pina,3,10,False,78.08,5.66,74.5,51,72.82,secundario
Jutiapa,Pina,12,11,False,77.6,6.66,66.7,48,70.11,secundario
Jutiapa,Pina,2,12,False,75.98,6.34,58.8,51,66.72,secundario
Jutiapa,Repollo,11,1,True,86.33,8.08,91.7,48,83.21,recomendado
Jutiapa,Repollo,12,2,True,84.49,7.17,91.7,48,82.06,recomendado
Jutiapa,Repollo,1,3,True,82.45,7.23,86.3,51,79.12,recomendado
Jutiapa,Repollo,4,4,False,81.79,7.05,85.4,48,78.43,secundario
Jutiapa,Repollo,7,5,False,83.02,10.44,77.1,48,76.57,secundario
Jutiapa,Repollo,2,6,False,80.26,6.26,76.5,51,74.8,secundario
Jutiapa,Repollo,8,7,False,80.64,9.52,68.8,48,72.57,secundario
Jutiapa,Repollo,10,8,False,79.56,10.63,60.4,48,69.31,secundario
Jutiapa,Repollo,5,9,False,78.36,8.69,60.4,48,68.63,secundario
Jutiapa,Repollo,3,10,False,77.82,6.6,60.8,51,68.49,secundario
Jutiapa,Repollo,6,11,False,72.37,9.43,33.3,48,56.57,secundario
Jutiapa,Repollo,9,12,False,71.69,7.87,33.3,48,56.2,secundario
Jutiapa,Sandia,4,1,True,92.25,6.12,100.0,48,89.66,recomendado
Jutiapa,Sandia,1,2,True,85.97,5.75,100.0,51,85.59,recomendado
Jutiapa,Sandia,2,3,True,86.79,6.9,98.0,51,85.48,recomendado
Jutiapa,Sandia,3,4,False,87.33,7.49,94.1,51,84.62,secundario
Jutiapa,Sandia,12,5,False,86.56,6.72,93.8,48,84.05,secundario
Jutiapa,Sandia,11,6,False,86.46,7.69,93.8,48,83.94,secundario
Jutiapa,Sandia,7,7,False,88.48,11.49,87.5,48,83.19,secundario
Jutiapa,Sandia,8,8,False,85.36,11.9,77.1,48,78.02,secundario
Jutiapa,Sandia,5,9,False,84.2,11.38,72.9,48,76.04,secundario
Jutiapa,Sandia,10,10,False,77.45,11.58,50.0,48,64.77,secundario
Jutiapa,Sandia,6,11,False,75.49,10.06,45.8,48,62.31,secundario
Jutiapa,Sandia,9,12,False,72.48,9.48,35.4,48,57.26,secundario
Jutiapa,Sorgo,4,1,True,91.04,7.04,95.8,48,87.57,recomendado
Jutiapa,Sorgo,8,2,True,91.03,9.75,93.8,48,86.81,recomendado
Jutiapa,Sorgo,7,3,True,91.64,9.87,91.7,48,86.57,recomendado
Jutiapa,Sorgo,11,4,False,88.22,7.68,95.8,48,85.71,secundario
Jutiapa,Sorgo,2,5,False,85.34,6.47,96.1,51,83.97,secundario
Jutiapa,Sorgo,12,6,False,84.78,6.81,95.8,48,83.51,secundario
Jutiapa,Sorgo,5,7,False,87.83,9.1,89.6,48,83.51,secundario
Jutiapa,Sorgo,1,8,False,84.49,6.71,92.2,51,82.23,secundario
Jutiapa,Sorgo,10,9,False,84.44,8.92,87.5,48,80.69,secundario
Jutiapa,Sorgo,3,10,False,82.39,4.95,90.2,51,80.36,secundario
Jutiapa,Sorgo,6,11,False,82.09,10.96,66.7,48,72.81,secundario
Jutiapa,Sorgo,9,12,False,79.61,8.83,70.8,48,72.55,secundario
Jutiapa,Soya,8,1,True,92.45,7.64,95.8,48,88.46,recomendado
